"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"ENSMUSG00000034342",6.13675717278663e-10,-2.96393283902679,0,1,1.22735143455733e-06
"ENSMUSG00000068696",6.13675717278663e-10,-3.03144248736081,0,1,1.22735143455733e-06
"ENSMUSG00000048747",6.13675717278663e-10,-3.03533562525861,0,1,1.22735143455733e-06
"ENSMUSG00000053137",6.13675717278663e-10,-3.26422763461923,0,1,1.22735143455733e-06
"ENSMUSG00000031714",6.13675717278663e-10,-3.67321512224782,0,1,1.22735143455733e-06
"ENSMUSG00000022262",6.13675717278663e-10,-3.7516092283739,0,1,1.22735143455733e-06
"ENSMUSG00000020467",6.13675717278663e-10,-4.07854062855969,0,1,1.22735143455733e-06
"ENSMUSG00000070526",6.13675717278663e-10,-4.20915077136169,0,1,1.22735143455733e-06
"ENSMUSG00000052609",6.13675717278663e-10,-4.23315053425459,0,1,1.22735143455733e-06
"ENSMUSG00000102179",6.13675717278663e-10,-4.32326745122879,0,1,1.22735143455733e-06
"ENSMUSG00000025921",6.13675717278663e-10,-4.34343685526207,0,1,1.22735143455733e-06
"ENSMUSG00000057098",6.13675717278663e-10,-4.45689019986774,0,1,1.22735143455733e-06
"ENSMUSG00000048489",6.13675717278663e-10,-4.88328714038636,0,1,1.22735143455733e-06
"ENSMUSG00000022574",6.13675717278663e-10,-4.9280684943789,0,1,1.22735143455733e-06
"ENSMUSG00000038642",6.13675717278663e-10,-5.03656580232327,0,1,1.22735143455733e-06
"ENSMUSG00000003604",6.13675717278663e-10,-5.12883747198384,0,1,1.22735143455733e-06
"ENSMUSG00000060600",6.13675717278663e-10,-5.27298914929423,0,1,1.22735143455733e-06
"ENSMUSG00000058248",6.13675717278663e-10,-5.67845562953764,0,1,1.22735143455733e-06
"ENSMUSG00000036362",6.13675717278663e-10,-5.90623919445093,0,1,1.22735143455733e-06
"ENSMUSG00000074782",6.13675717278663e-10,-5.93008111811372,0,1,1.22735143455733e-06
"ENSMUSG00000075254",6.13675717278663e-10,-5.97358678407995,0,1,1.22735143455733e-06
"ENSMUSG00000030498",6.13675717278663e-10,-5.97771747120427,0,1,1.22735143455733e-06
"ENSMUSG00000053297",6.13675717278663e-10,-6.08373230969523,0,1,1.22735143455733e-06
"ENSMUSG00000035067",6.13675717278663e-10,-6.1456274927531,0,1,1.22735143455733e-06
"ENSMUSG00000027803",6.13675717278663e-10,-6.16370938810789,0,1,1.22735143455733e-06
"ENSMUSG00000048280",6.13675717278663e-10,-6.39223257516497,0,1,1.22735143455733e-06
"ENSMUSG00000020096",6.13675717278663e-10,-6.51950533253417,0,1,1.22735143455733e-06
"ENSMUSG00000024650",6.13675717278663e-10,-7.41233643336626,0,1,1.22735143455733e-06
"ENSMUSG00000025909",6.13675717278663e-10,-7.41460311009881,0,1,1.22735143455733e-06
"ENSMUSG00000031756",6.13675717278663e-10,-7.49297993497722,0,1,1.22735143455733e-06
"ENSMUSG00000047473",6.13675717278663e-10,-8.04542569735437,0,1,1.22735143455733e-06
"ENSMUSG00000039620",6.13675717278663e-10,-8.16202179728542,0,1,1.22735143455733e-06
"ENSMUSG00000006398",6.13675717278663e-10,-8.20079279635099,0,1,1.22735143455733e-06
"ENSMUSG00000044676",6.13675717278663e-10,-8.36048874325038,0,1,1.22735143455733e-06
"ENSMUSG00000024542",6.13675717278663e-10,-9.54144172460776,0,1,1.22735143455733e-06
"ENSMUSG00000036896",6.13675717278663e-10,-9.99821017316209,0,1,1.22735143455733e-06
"ENSMUSG00000049232",6.13675717278663e-10,-10.3531243783121,0,1,1.22735143455733e-06
"ENSMUSG00000103891",6.13675717278663e-10,-11.746782461823,0,1,1.22735143455733e-06
"ENSMUSG00000036353",6.13675717278663e-10,-11.9994680671245,0,1,1.22735143455733e-06
"ENSMUSG00000037892",6.13675717278663e-10,-12.8312865411654,0,1,1.22735143455733e-06
"ENSMUSG00000042851",6.13675717278663e-10,-13.286009720803,0,1,1.22735143455733e-06
"ENSMUSG00000027375",6.13675717278663e-10,-13.5836126320318,0,1,1.22735143455733e-06
"ENSMUSG00000035910",6.13675717278663e-10,-14.5073013342678,0,1,1.22735143455733e-06
"ENSMUSG00000048373",6.13675717278663e-10,-14.6978653587752,0,1,1.22735143455733e-06
"ENSMUSG00000024620",6.13675717278663e-10,-14.7555504316482,0,1,1.22735143455733e-06
"ENSMUSG00000036968",6.13675717278663e-10,-14.8046244425052,0,1,1.22735143455733e-06
"ENSMUSG00000037625",6.13675717278663e-10,-16.4437192890724,0,1,1.22735143455733e-06
"ENSMUSG00000032643",6.13675717278663e-10,-16.6632773070378,0,1,1.22735143455733e-06
"ENSMUSG00000033453",6.13675717278663e-10,-17.3816091499156,0,1,1.22735143455733e-06
"ENSMUSG00000032403",6.13675717278663e-10,-20.0516030317987,0,1,1.22735143455733e-06
"ENSMUSG00000043496",6.13675717278663e-10,-20.9550830241522,0,1,1.22735143455733e-06
"ENSMUSG00000031273",6.13675717278663e-10,-21.4934490358447,0,1,1.22735143455733e-06
"ENSMUSG00000102649",6.13675717278663e-10,-22.2932144982423,0,1,1.22735143455733e-06
"ENSMUSG00000027188",6.13675717278663e-10,-23.0654322027634,0,1,1.22735143455733e-06
"ENSMUSG00000018930",6.13675717278663e-10,-25.5981213389333,0,1,1.22735143455733e-06
"ENSMUSG00000032221",6.13675717278663e-10,-26.1920038075165,0,1,1.22735143455733e-06
"ENSMUSG00000025723",6.13675717278663e-10,-26.9273126786382,0,1,1.22735143455733e-06
"ENSMUSG00000104257",6.13675717278663e-10,-28.7206007773975,0,1,1.22735143455733e-06
"ENSMUSG00000000982",6.13675717278663e-10,-31.4880871326024,0,1,1.22735143455733e-06
"ENSMUSG00000059970",6.13675717278663e-10,-37.8883834000286,0,1,1.22735143455733e-06
"ENSMUSG00000059475",6.13675717278663e-10,-40.2753702741689,0,1,1.22735143455733e-06
"ENSMUSG00000021879",6.13675717278663e-10,-45.859205596686,0,1,1.22735143455733e-06
"ENSMUSG00000013584",6.13675717278663e-10,-52.5884544437189,0,1,1.22735143455733e-06
"ENSMUSG00000024511",6.13675717278663e-10,-64.2784771446826,0,1,1.22735143455733e-06
"ENSMUSG00000022747",6.13675717278663e-10,-76.0102557084696,0,1,1.22735143455733e-06
"ENSMUSG00000102854",6.13675717278663e-10,-99.9226664360773,0,1,1.22735143455733e-06
"ENSMUSG00000027165",6.13675717278663e-10,-203.701512755601,0,1,1.22735143455733e-06
"ENSMUSG00000028950",1.27537693723242e-09,-2.77020054914571,0.037,1,2.55075387446484e-06
"ENSMUSG00000037434",1.27537693723242e-09,-4.82871557363863,0.037,1,2.55075387446484e-06
"ENSMUSG00000088078",1.27537693723242e-09,-4.85535036120903,0.037,1,2.55075387446484e-06
"ENSMUSG00000037784",1.27537693723242e-09,-5.12750038064249,0.037,1,2.55075387446484e-06
"ENSMUSG00000031298",1.27537693723242e-09,-7.11497956743933,0.037,1,2.55075387446484e-06
"ENSMUSG00000027555",1.27537693723242e-09,-7.66558002452236,0.037,1,2.55075387446484e-06
"ENSMUSG00000048572",1.27537693723242e-09,-8.70804316227018,0.037,1,2.55075387446484e-06
"ENSMUSG00000021838",1.27537693723242e-09,-10.0307282758727,0.037,1,2.55075387446484e-06
"ENSMUSG00000029283",1.27537693723242e-09,-11.3518902320672,0.037,1,2.55075387446484e-06
"ENSMUSG00000032218",1.27537693723242e-09,-12.3057647221489,0.037,1,2.55075387446484e-06
"ENSMUSG00000022548",1.27537693723242e-09,-13.2492610092619,0.037,1,2.55075387446484e-06
"ENSMUSG00000031488",1.27537693723242e-09,-14.2316394900471,0.037,1,2.55075387446484e-06
"ENSMUSG00000028497",1.27537693723242e-09,-15.0604532223621,0.037,1,2.55075387446484e-06
"ENSMUSG00000027204",1.27537693723242e-09,-15.6186253310034,0.037,1,2.55075387446484e-06
"ENSMUSG00000029910",1.27537693723242e-09,-17.7697251455473,0.037,1,2.55075387446484e-06
"ENSMUSG00000006782",1.27537693723242e-09,-18.2354237880264,0.037,1,2.55075387446484e-06
"ENSMUSG00000022515",1.27537693723242e-09,-18.4396892059963,0.037,1,2.55075387446484e-06
"ENSMUSG00000060703",1.27537693723242e-09,-18.5946013874659,0.037,1,2.55075387446484e-06
"ENSMUSG00000001518",1.27537693723242e-09,-25.6220860484591,0.037,1,2.55075387446484e-06
"ENSMUSG00000036461",1.27537693723242e-09,-28.4331459807412,0.037,1,2.55075387446484e-06
"ENSMUSG00000070306",1.27537693723242e-09,-29.6886035009658,0.037,1,2.55075387446484e-06
"ENSMUSG00000085334",1.27537693723242e-09,-40.9348759506911,0.037,1,2.55075387446484e-06
"ENSMUSG00000026655",1.27537693723242e-09,-41.2363643775345,0.037,1,2.55075387446484e-06
"ENSMUSG00000069833",1.27537693723242e-09,-49.8975792855021,0.037,1,2.55075387446484e-06
"ENSMUSG00000040055",1.27537693723242e-09,-60.9730566506965,0.037,1,2.55075387446484e-06
"ENSMUSG00000020697",1.27537693723242e-09,-84.388890426704,0.037,1,2.55075387446484e-06
"ENSMUSG00000029661",1.27537693723242e-09,-101.147912258483,0.037,1,2.55075387446484e-06
"ENSMUSG00000024087",1.27537693723242e-09,-203.707358401399,0.037,1,2.55075387446484e-06
"ENSMUSG00000038225",1.53716823377213e-09,-4.04907733333875,0.037,1,3.07433646754427e-06
"ENSMUSG00000034518",1.53716823377213e-09,-8.53820406303307,0.037,1,3.07433646754427e-06
"ENSMUSG00000021823",1.53716823377213e-09,-12.7727892376003,0.037,1,3.07433646754427e-06
"ENSMUSG00000022805",1.53716823377213e-09,-13.3941011229781,0.037,1,3.07433646754427e-06
"ENSMUSG00000058715",1.53716823377213e-09,-33.7400302146485,0.037,1,3.07433646754427e-06
"ENSMUSG00000050545",1.85106353363499e-09,-2.51656440390152,0.037,1,3.70212706726999e-06
"ENSMUSG00000032419",1.85106353363499e-09,-10.3889880719676,0.037,1,3.70212706726999e-06
"ENSMUSG00000048905",2.22709330832499e-09,-2.66054238526785,0.037,1,4.45418661664998e-06
"ENSMUSG00000096992",2.22709330832499e-09,-5.30921788824734,0.037,1,4.45418661664998e-06
"ENSMUSG00000039157",2.39677464077873e-09,-6.19480811162256,0.074,1,4.79354928155746e-06
"ENSMUSG00000103761",2.39677464077873e-09,-15.1189027718587,0.074,1,4.79354928155746e-06
"ENSMUSG00000027875",2.39677464077873e-09,-15.7183949396664,0.074,1,4.79354928155746e-06
"ENSMUSG00000038668",2.39677464077873e-09,-24.0640414677394,0.074,1,4.79354928155746e-06
"ENSMUSG00000062248",2.39677464077873e-09,-37.3224129976157,0.074,1,4.79354928155746e-06
"ENSMUSG00000032766",2.39677464077873e-09,-38.5689943917932,0.074,1,4.79354928155746e-06
"ENSMUSG00000039263",2.87124353287045e-09,-2.54574005671313,0.074,1,5.7424870657409e-06
"ENSMUSG00000070348",3.21532153314716e-09,-4.39522486346013,0.037,1,6.43064306629432e-06
"ENSMUSG00000055538",3.43671078956129e-09,-7.37124785833993,0.074,1,6.87342157912258e-06
"ENSMUSG00000038954",3.43671078956129e-09,-10.9990799512633,0.074,1,6.87342157912258e-06
"ENSMUSG00000071042",3.85827771553916e-09,-21.1916877898351,0.037,1,7.71655543107833e-06
"ENSMUSG00000068196",4.13986485955011e-09,214.210800711462,0.111,0,8.27972971910021e-06
"ENSMUSG00000028405",4.13986485955011e-09,71.9548058265409,0.111,0,8.27972971910021e-06
"ENSMUSG00000030534",4.13986485955011e-09,57.862282099867,0.111,0,8.27972971910021e-06
"ENSMUSG00000024963",4.13986485955011e-09,54.9144532734842,0.111,0,8.27972971910021e-06
"ENSMUSG00000032290",4.13986485955011e-09,5.21840366017196,0.111,0,8.27972971910021e-06
"ENSMUSG00000045312",4.13986485955011e-09,-6.04820109413014,0.111,1,8.27972971910021e-06
"ENSMUSG00000031004",4.13986485955011e-09,-35.0915151407078,0.111,1,8.27972971910021e-06
"ENSMUSG00000050953",4.13986485955011e-09,-44.5766710360316,0.111,1,8.27972971910021e-06
"ENSMUSG00000043164",4.13986485955011e-09,-137.417309126995,0.111,1,8.27972971910021e-06
"ENSMUSG00000037013",4.93336878995186e-09,-3.73328249800431,0.111,1,9.86673757990371e-06
"ENSMUSG00000030717",4.93336878995186e-09,-14.1054988599329,0.111,1,9.86673757990371e-06
"ENSMUSG00000021696",5.54094982214474e-09,-1.11956220858391,0.037,1,1.10818996442895e-05
"ENSMUSG00000045655",5.54094982214474e-09,-16.8023542387542,0.037,1,1.10818996442895e-05
"ENSMUSG00000026663",5.86331772456295e-09,-2.17373799917205,0.074,1,1.17266354491259e-05
"ENSMUSG00000072663",5.87411462421231e-09,-33.059024226929,0.111,1,1.17482292484246e-05
"ENSMUSG00000103803",6.63141257177538e-09,-1.34002884055793,0.037,1,1.32628251435508e-05
"ENSMUSG00000028581",6.63141257177538e-09,-6.71793474412022,0.037,1,1.32628251435508e-05
"ENSMUSG00000021775",6.65756682913171e-09,92.6685317778879,0.148,0,1.33151336582634e-05
"ENSMUSG00000003360",6.65756682913171e-09,14.9677402315335,0.148,0,1.33151336582634e-05
"ENSMUSG00000057093",6.65756682913171e-09,4.18933235690538,0.148,0,1.33151336582634e-05
"ENSMUSG00000031304",6.65756682913171e-09,0.755463107912745,0.148,0,1.33151336582634e-05
"ENSMUSG00000033149",6.65756682913171e-09,-19.3959662664702,0.148,1,1.33151336582634e-05
"ENSMUSG00000074743",6.65756682913171e-09,-49.215976864717,0.148,1,1.33151336582634e-05
"ENSMUSG00000022558",6.65756682913171e-09,-95.7832039589722,0.148,1,1.33151336582634e-05
"ENSMUSG00000057440",6.65756682913171e-09,-117.35046972645,0.148,1,1.33151336582634e-05
"ENSMUSG00000034327",6.99419455166676e-09,-3.03953839643229,0.074,1,1.39883891033335e-05
"ENSMUSG00000039428",6.99419455166676e-09,-15.344966893575,0.074,1,1.39883891033335e-05
"ENSMUSG00000070047",7.8974635051921e-09,-69.4130922936652,0.148,1,1.57949270103842e-05
"ENSMUSG00000046613",7.92949701835172e-09,-1.18243415662784,0.037,1,1.58589940367034e-05
"ENSMUSG00000059883",7.92949701835172e-09,-1.58134290393162,0.037,1,1.58589940367034e-05
"ENSMUSG00000026269",8.33609255883168e-09,-4.31333542884253,0.074,1,1.66721851176634e-05
"ENSMUSG00000003812",9.36075639295128e-09,-5.84011316722435,0.148,1,1.87215127859026e-05
"ENSMUSG00000029380",9.47333908660929e-09,-2.44066370735611,0.037,1,1.89466781732186e-05
"ENSMUSG00000026274",9.86707041716292e-09,-28.698483566086,0.111,1,1.97341408343258e-05
"ENSMUSG00000047496",1.00717597383034e-08,255.26142426002,0.185,0,2.01435194766068e-05
"ENSMUSG00000027589",1.00717597383034e-08,57.0398250243559,0.185,0,2.01435194766068e-05
"ENSMUSG00000009687",1.00717597383034e-08,-13.5816941676806,0.185,1,2.01435194766068e-05
"ENSMUSG00000001506",1.00717597383034e-08,-214.804541539192,0.185,1,2.01435194766068e-05
"ENSMUSG00000015839",1.13078090629095e-08,-23.7035157454939,0.037,1,2.26156181258189e-05
"ENSMUSG00000069793",1.18114748537914e-08,-3.62516990247782,0.074,1,2.36229497075827e-05
"ENSMUSG00000070469",1.18114748537914e-08,-6.36013689513601,0.074,1,2.36229497075827e-05
"ENSMUSG00000001123",1.34856500079063e-08,-1.2586013318932,0.037,1,2.69713000158125e-05
"ENSMUSG00000014361",1.34856500079063e-08,-1.58199725276805,0.037,1,2.69713000158125e-05
"ENSMUSG00000053552",1.34856500079063e-08,-2.23659741829408,0.037,1,2.69713000158125e-05
"ENSMUSG00000032198",1.34856500079063e-08,-2.98339934596235,0.037,1,2.69713000158125e-05
"ENSMUSG00000069633",1.34856500079063e-08,-5.92573220559849,0.037,1,2.69713000158125e-05
"ENSMUSG00000034009",1.38854729630399e-08,-10.3274501985066,0.111,1,2.77709459260799e-05
"ENSMUSG00000026922",1.60687993891157e-08,-0.389238285011775,0.037,1,3.21375987782314e-05
"ENSMUSG00000015852",1.60687993891157e-08,-0.625267210744671,0.037,1,3.21375987782314e-05
"ENSMUSG00000021998",1.60687993891157e-08,-1.53204177861614,0.037,1,3.21375987782314e-05
"ENSMUSG00000035683",1.60687993891157e-08,-1.60951651885319,0.037,1,3.21375987782314e-05
"ENSMUSG00000002546",1.60687993891157e-08,-3.48826887917785,0.037,1,3.21375987782314e-05
"ENSMUSG00000017550",1.60687993891157e-08,-72.5923656420869,0.037,1,3.21375987782314e-05
"ENSMUSG00000036814",1.60687993891157e-08,-83.147913840522,0.037,1,3.21375987782314e-05
"ENSMUSG00000045251",1.60687993891157e-08,-107.474176514481,0.037,1,3.21375987782314e-05
"ENSMUSG00000035805",1.60687993891157e-08,-122.938658352549,0.037,1,3.21375987782314e-05
"ENSMUSG00000103572",1.6451660027734e-08,-24.5287430489844,0.111,1,3.2903320055468e-05
"ENSMUSG00000038650",1.66789586290658e-08,-7.76145705563243,0.074,1,3.33579172581315e-05
"ENSMUSG00000044857",1.66789586290658e-08,-107.49002083173,0.074,1,3.33579172581315e-05
"ENSMUSG00000035783",1.91299218062389e-08,599.429876348394,0.037,1,3.82598436124779e-05
"ENSMUSG00000060791",1.91299218062389e-08,503.144105143573,0.037,1,3.82598436124779e-05
"ENSMUSG00000038059",1.91299218062389e-08,438.023057050391,0.037,1,3.82598436124779e-05
"ENSMUSG00000062593",1.91299218062389e-08,405.617758781815,0.037,1,3.82598436124779e-05
"ENSMUSG00000006641",1.91299218062389e-08,348.729878304356,0.037,1,3.82598436124779e-05
"ENSMUSG00000034126",1.91299218062389e-08,325.001047173978,0.037,1,3.82598436124779e-05
"ENSMUSG00000022386",1.91299218062389e-08,304.569048397627,0.037,1,3.82598436124779e-05
"ENSMUSG00000004151",1.91299218062389e-08,294.175737045227,0.037,1,3.82598436124779e-05
"ENSMUSG00000022828",1.91299218062389e-08,280.147865260404,0.037,1,3.82598436124779e-05
"ENSMUSG00000022676",1.91299218062389e-08,277.346066894111,0.037,1,3.82598436124779e-05
"ENSMUSG00000032265",1.91299218062389e-08,275.318416204869,0.037,1,3.82598436124779e-05
"ENSMUSG00000035352",1.91299218062389e-08,274.861031999166,0.037,1,3.82598436124779e-05
"ENSMUSG00000034796",1.91299218062389e-08,269.861221816115,0.037,1,3.82598436124779e-05
"ENSMUSG00000035385",1.91299218062389e-08,246.233090366365,0.037,1,3.82598436124779e-05
"ENSMUSG00000041261",1.91299218062389e-08,242.075756306588,0.037,1,3.82598436124779e-05
"ENSMUSG00000027004",1.91299218062389e-08,239.947189731268,0.037,1,3.82598436124779e-05
"ENSMUSG00000044231",1.91299218062389e-08,237.709620260148,0.037,1,3.82598436124779e-05
"ENSMUSG00000074749",1.91299218062389e-08,234.772825178241,0.037,1,3.82598436124779e-05
"ENSMUSG00000022033",1.91299218062389e-08,230.128286144973,0.037,1,3.82598436124779e-05
"ENSMUSG00000042613",1.91299218062389e-08,222.832020811314,0.037,1,3.82598436124779e-05
"ENSMUSG00000025049",1.91299218062389e-08,219.519146886616,0.037,1,3.82598436124779e-05
"ENSMUSG00000093668",1.91299218062389e-08,218.267745075002,0.037,1,3.82598436124779e-05
"ENSMUSG00000030409",1.91299218062389e-08,213.142036645601,0.037,1,3.82598436124779e-05
"ENSMUSG00000042129",1.91299218062389e-08,212.9472210071,0.037,1,3.82598436124779e-05
"ENSMUSG00000017667",1.91299218062389e-08,210.603957607191,0.037,1,3.82598436124779e-05
"ENSMUSG00000056174",1.91299218062389e-08,184.769399355328,0.037,1,3.82598436124779e-05
"ENSMUSG00000039126",1.91299218062389e-08,183.197758745826,0.037,1,3.82598436124779e-05
"ENSMUSG00000021779",1.91299218062389e-08,174.506428262584,0.037,1,3.82598436124779e-05
"ENSMUSG00000028549",1.91299218062389e-08,173.307037342825,0.037,1,3.82598436124779e-05
"ENSMUSG00000026831",1.91299218062389e-08,164.274286147087,0.037,1,3.82598436124779e-05
"ENSMUSG00000040189",1.91299218062389e-08,162.7016094088,0.037,1,3.82598436124779e-05
"ENSMUSG00000050954",1.91299218062389e-08,156.418740061566,0.037,1,3.82598436124779e-05
"ENSMUSG00000020154",1.91299218062389e-08,141.327105867766,0.037,1,3.82598436124779e-05
"ENSMUSG00000032425",1.91299218062389e-08,139.28968248395,0.037,1,3.82598436124779e-05
"ENSMUSG00000032551",1.91299218062389e-08,137.422751499796,0.037,1,3.82598436124779e-05
"ENSMUSG00000061758",1.91299218062389e-08,134.937119772957,0.037,1,3.82598436124779e-05
"ENSMUSG00000034467",1.91299218062389e-08,132.422835351048,0.037,1,3.82598436124779e-05
"ENSMUSG00000032359",1.91299218062389e-08,131.548689812227,0.037,1,3.82598436124779e-05
"ENSMUSG00000039943",1.91299218062389e-08,121.635364305863,0.037,1,3.82598436124779e-05
"ENSMUSG00000030237",1.91299218062389e-08,118.534508610009,0.037,1,3.82598436124779e-05
"ENSMUSG00000026058",1.91299218062389e-08,109.973508593815,0.037,1,3.82598436124779e-05
"ENSMUSG00000052539",1.91299218062389e-08,104.599660328618,0.037,1,3.82598436124779e-05
"ENSMUSG00000046352",1.91299218062389e-08,101.369764030679,0.037,1,3.82598436124779e-05
"ENSMUSG00000102579",1.91299218062389e-08,80.2957659472783,0.037,1,3.82598436124779e-05
"ENSMUSG00000028803",1.91299218062389e-08,74.7291760542129,0.037,1,3.82598436124779e-05
"ENSMUSG00000022034",1.91299218062389e-08,69.5564400604727,0.037,1,3.82598436124779e-05
"ENSMUSG00000029177",1.91299218062389e-08,68.132439710243,0.037,1,3.82598436124779e-05
"ENSMUSG00000000884",1.91299218062389e-08,66.0600753798289,0.037,1,3.82598436124779e-05
"ENSMUSG00000006386",1.91299218062389e-08,58.4081991953146,0.037,1,3.82598436124779e-05
"ENSMUSG00000024427",1.91299218062389e-08,45.8254352542451,0.037,1,3.82598436124779e-05
"ENSMUSG00000027306",1.91299218062389e-08,44.6610437651638,0.037,1,3.82598436124779e-05
"ENSMUSG00000057969",1.91299218062389e-08,42.5047901735423,0.037,1,3.82598436124779e-05
"ENSMUSG00000075419",1.91299218062389e-08,38.7057938772317,0.037,1,3.82598436124779e-05
"ENSMUSG00000059142",1.91299218062389e-08,38.2668641864192,0.037,1,3.82598436124779e-05
"ENSMUSG00000005803",1.91299218062389e-08,38.0767017836032,0.037,1,3.82598436124779e-05
"ENSMUSG00000022665",1.91299218062389e-08,36.9878143269417,0.037,1,3.82598436124779e-05
"ENSMUSG00000036661",1.91299218062389e-08,30.7932868974608,0.037,1,3.82598436124779e-05
"ENSMUSG00000052229",1.91299218062389e-08,30.2851271510396,0.037,1,3.82598436124779e-05
"ENSMUSG00000041577",1.91299218062389e-08,28.27937289306,0.037,1,3.82598436124779e-05
"ENSMUSG00000059498",1.91299218062389e-08,23.7128717039079,0.037,1,3.82598436124779e-05
"ENSMUSG00000021235",1.91299218062389e-08,22.5257671577631,0.037,1,3.82598436124779e-05
"ENSMUSG00000024598",1.91299218062389e-08,14.271578719779,0.037,1,3.82598436124779e-05
"ENSMUSG00000005124",1.91299218062389e-08,10.8742348502477,0.037,1,3.82598436124779e-05
"ENSMUSG00000027082",1.91299218062389e-08,7.52138119159881,0.037,1,3.82598436124779e-05
"ENSMUSG00000071342",1.91299218062389e-08,5.61376267285476,0.037,1,3.82598436124779e-05
"ENSMUSG00000087201",1.91299218062389e-08,4.52043103984888,0.037,1,3.82598436124779e-05
"ENSMUSG00000037846",1.91299218062389e-08,3.81284405562162,0.037,1,3.82598436124779e-05
"ENSMUSG00000060675",1.91299218062389e-08,3.621400595712,0.037,1,3.82598436124779e-05
"ENSMUSG00000047021",1.91299218062389e-08,3.09281233114396,0.037,1,3.82598436124779e-05
"ENSMUSG00000019891",1.91299218062389e-08,2.81182564485763,0.037,1,3.82598436124779e-05
"ENSMUSG00000034867",1.91299218062389e-08,0.598033939037508,0.037,1,3.82598436124779e-05
"ENSMUSG00000043943",1.91299218062389e-08,-0.354194716667942,0.037,1,3.82598436124779e-05
"ENSMUSG00000086330",1.91299218062389e-08,-1.12439361090901,0.037,1,3.82598436124779e-05
"ENSMUSG00000097392",1.94760451460576e-08,-13.8992367469447,0.111,1,3.89520902921152e-05
"ENSMUSG00000019873",2.00234463322306e-08,-12.9114199793171,0.222,1,4.00468926644612e-05
"ENSMUSG00000020792",2.34724082176467e-08,-47.6450556382284,0.074,1,4.69448164352934e-05
"ENSMUSG00000069917",2.70808592459124e-08,-48.4123805756496,0.185,1,5.41617184918248e-05
"ENSMUSG00000102593",2.72275902535857e-08,-10.5028119547218,0.111,1,5.44551805071713e-05
"ENSMUSG00000024999",2.78098538243309e-08,-1.31041973982498,0.074,1,5.56197076486617e-05
"ENSMUSG00000023913",2.78098538243309e-08,-10.5658438508807,0.074,1,5.56197076486617e-05
"ENSMUSG00000056394",2.78098538243309e-08,-34.2975970352399,0.074,1,5.56197076486617e-05
"ENSMUSG00000010066",2.78098538243309e-08,-38.5219365202953,0.074,1,5.56197076486617e-05
"ENSMUSG00000053963",2.78098538243309e-08,-155.08368945921,0.074,1,5.56197076486617e-05
"ENSMUSG00000090942",3.00825855885969e-08,-2.72361485235434,0.148,1,6.01651711771939e-05
"ENSMUSG00000027223",3.00825855885969e-08,-158.999851945328,0.148,1,6.01651711771939e-05
"ENSMUSG00000067860",3.29208483963664e-08,397.649560412356,0.074,1,6.58416967927328e-05
