Gene_ID,TS1,TS2,TS3,TS4,TS5,TS6,TS8,TS9,TS10,TS11,TS12,TS13,TS14,TS15,TS16,TS18,TS19,TS20,TS21,TS22,TS23,TS25,TS27
ENSMUSG00000000001,4,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,6,1
ENSMUSG00000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000000031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000000037,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000000049,2,19,28,16,5,18,29,8,13,6,32,28,11,0,21,28,5,36,0,20,11,46,23
ENSMUSG00000000056,2,2,5,1,5,2,7,0,0,0,0,2,1,0,0,4,0,0,0,1,2,5,1
ENSMUSG00000000058,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0
ENSMUSG00000000078,3,2,4,0,0,0,4,0,0,0,0,5,0,0,0,4,0,2,0,0,2,4,0
ENSMUSG00000000085,0,0,1,0,0,5,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000000088,15,10,13,0,3,4,24,2,4,1,3,6,5,0,3,16,0,17,0,4,2,18,13
ENSMUSG00000000093,1,0,2,0,0,2,5,2,1,0,0,2,0,0,2,4,0,2,0,0,0,0,0
ENSMUSG00000000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000000125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000126,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000127,0,0,1,0,2,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,1
ENSMUSG00000000131,0,1,0,1,0,4,4,0,2,2,0,0,0,0,0,0,0,2,0,0,0,4,1
ENSMUSG00000000134,0,0,3,0,0,0,2,0,0,0,0,1,1,0,2,0,1,3,0,0,0,3,1
ENSMUSG00000000142,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000000148,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000149,0,7,4,3,0,0,14,3,1,7,0,11,1,0,4,1,4,2,0,2,0,9,0
ENSMUSG00000000154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000000157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000000159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000000167,0,1,2,0,0,0,4,0,0,0,0,1,4,0,2,2,0,2,0,0,0,2,4
ENSMUSG00000000168,10,10,21,1,0,1,25,1,2,0,2,17,7,0,1,19,6,17,0,1,0,25,7
ENSMUSG00000000171,8,7,4,0,0,0,8,0,0,0,0,6,1,0,0,4,0,5,0,1,0,8,0
ENSMUSG00000000182,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000183,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000184,19,12,19,4,2,0,25,1,8,0,5,17,17,0,5,9,2,12,0,2,1,26,14
ENSMUSG00000000194,8,1,3,0,0,0,3,4,0,0,0,5,2,0,0,1,0,7,0,0,1,3,1
ENSMUSG00000000197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000000202,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000000204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000000214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000000244,2,2,0,1,0,4,2,2,1,0,2,0,2,0,1,1,0,1,0,1,0,8,3
ENSMUSG00000000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000248,0,0,4,0,0,5,2,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,1
ENSMUSG00000000253,30,55,87,45,13,72,95,45,49,9,65,66,69,9,50,55,32,76,15,64,67,124,78
ENSMUSG00000000263,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000000266,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000000275,0,0,1,0,0,6,2,0,0,0,0,2,0,0,1,1,0,0,2,0,0,3,0
ENSMUSG00000000276,17,5,6,1,0,3,10,4,3,0,2,8,1,1,8,5,0,6,0,1,1,7,6
ENSMUSG00000000278,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000000282,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0
ENSMUSG00000000290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000000295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000000296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000000301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000305,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000308,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000000317,1,0,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1
ENSMUSG00000000318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000320,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,3,0
ENSMUSG00000000325,735,227,617,55,235,223,616,371,33,113,26,196,184,816,148,203,65,451,463,324,251,1055,191
ENSMUSG00000000326,102,52,73,30,18,50,106,15,23,7,48,82,86,2,56,97,37,79,7,19,13,106,84
ENSMUSG00000000339,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000000340,3,7,6,1,1,0,3,0,4,19,0,1,2,0,1,4,1,4,0,0,1,8,2
ENSMUSG00000000346,18,33,17,20,12,19,26,20,30,5,14,37,51,13,28,25,8,24,2,17,26,52,37
ENSMUSG00000000355,1,0,2,0,0,0,1,0,1,0,0,1,1,2,1,2,0,1,0,0,0,2,0
ENSMUSG00000000359,2,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0
ENSMUSG00000000365,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000000374,1,0,1,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,5,0
ENSMUSG00000000378,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
ENSMUSG00000000381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000000384,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1
ENSMUSG00000000385,1,2,1,0,0,2,4,0,1,0,2,2,1,0,1,2,2,0,0,0,1,8,2
ENSMUSG00000000386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000392,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000399,15,11,19,0,0,0,23,0,1,0,1,14,12,1,1,13,0,13,0,0,0,44,6
ENSMUSG00000000402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000409,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000000411,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0
ENSMUSG00000000416,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1
ENSMUSG00000000420,2,1,7,0,1,0,3,1,0,5,0,8,1,0,0,0,0,7,0,1,1,3,2
ENSMUSG00000000435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000439,1828,1898,2160,1455,490,951,2515,794,988,506,1341,1895,1753,971,1717,2067,927,1692,629,1006,751,3544,1895
ENSMUSG00000000440,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
ENSMUSG00000000441,622,431,592,211,132,182,605,194,197,102,235,406,413,131,335,491,183,448,211,264,216,825,413
ENSMUSG00000000486,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000000489,1,3,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,1,0,0,1,4,3
ENSMUSG00000000530,2,2,3,0,0,0,4,1,0,0,3,3,0,0,0,1,0,2,0,1,0,7,0
ENSMUSG00000000531,0,0,0,0,0,0,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000000532,28,23,35,14,2,23,33,17,6,9,26,28,22,3,28,16,13,32,3,9,9,38,11
ENSMUSG00000000538,5,7,10,6,1,0,13,2,1,0,2,12,9,0,2,7,1,7,0,2,4,24,4
ENSMUSG00000000544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ENSMUSG00000000555,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1
ENSMUSG00000000560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000561,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000000562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000000563,157,203,169,103,7,109,282,28,50,5,117,225,231,2,167,257,42,193,23,62,37,372,199
ENSMUSG00000000567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
ENSMUSG00000000568,2,8,13,5,0,0,13,0,4,0,6,16,5,0,2,5,3,10,1,0,1,11,2
ENSMUSG00000000579,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000000581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000000594,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000000600,4,1,2,0,2,6,2,0,0,0,2,0,0,1,0,0,0,2,0,2,1,5,1
ENSMUSG00000000605,7,2,2,1,0,0,5,0,0,0,0,4,2,0,0,5,0,5,0,0,1,5,3
ENSMUSG00000000606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000000628,9,20,12,2,0,0,27,0,0,0,0,22,9,0,0,10,1,14,0,0,3,46,1
ENSMUSG00000000631,4,5,3,3,4,0,6,2,2,10,5,6,3,3,5,2,5,2,0,3,2,12,2
ENSMUSG00000000632,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000673,0,0,2,1,0,0,1,1,0,0,5,1,1,0,1,0,2,3,0,0,0,0,4
ENSMUSG00000000682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000000686,36,59,73,32,8,53,67,32,60,23,50,71,75,17,78,61,32,58,25,39,72,108,76
ENSMUSG00000000690,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000693,317,256,285,112,152,118,358,115,95,33,72,247,244,29,186,278,128,254,40,129,75,496,237
ENSMUSG00000000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000706,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000708,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,2,0,4,0,0,0,3,1
ENSMUSG00000000711,3,5,3,0,0,0,4,0,0,0,0,3,2,0,0,2,0,5,2,0,0,13,4
ENSMUSG00000000724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000730,4,1,1,0,0,0,2,1,0,0,0,1,3,1,1,0,0,3,0,0,1,1,3
ENSMUSG00000000731,2,2,0,7,0,5,0,1,0,0,5,3,1,0,2,2,0,4,0,1,0,4,1
ENSMUSG00000000732,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000738,4,2,1,2,0,0,3,0,2,16,1,5,1,2,1,0,0,0,0,1,0,1,1
ENSMUSG00000000739,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000000740,6,5,2,3,0,0,6,2,4,6,2,1,8,2,1,5,6,4,3,1,1,4,6
ENSMUSG00000000743,11,22,5,9,0,1,12,3,5,0,12,17,10,1,11,15,9,11,2,7,4,23,15
ENSMUSG00000000751,3,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0
ENSMUSG00000000753,4,5,3,2,2,3,12,1,4,0,7,3,12,0,12,11,5,2,0,5,1,9,6
ENSMUSG00000000759,1,0,1,0,0,0,2,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000766,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,0,0,0,1
ENSMUSG00000000776,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2
ENSMUSG00000000782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000000787,26,11,22,1,0,0,24,1,0,0,0,15,7,0,1,22,0,26,2,0,0,29,8
ENSMUSG00000000791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000000792,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,1,1,0,1,0,2,2
ENSMUSG00000000794,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000804,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1
ENSMUSG00000000805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000811,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000000817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000823,19,5,19,2,2,3,16,2,7,0,1,0,8,6,4,4,7,11,5,0,2,5,2
ENSMUSG00000000826,1,0,0,1,0,0,2,0,0,0,2,2,1,2,0,4,0,6,0,0,4,4,2
ENSMUSG00000000827,4,1,3,2,0,0,8,2,1,4,3,3,5,0,0,2,3,4,2,3,3,7,2
ENSMUSG00000000838,0,0,1,2,6,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000000861,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000869,18,21,47,26,18,23,36,18,11,0,23,22,24,4,19,27,12,35,10,32,23,46,33
ENSMUSG00000000876,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000000881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000000889,8,2,8,1,0,8,23,1,1,0,6,3,3,0,1,0,2,11,3,2,4,12,2
ENSMUSG00000000901,10949,5768,8944,2062,378,1849,8863,608,790,113,1896,6357,5346,63,4829,10318,1685,5925,215,705,363,11115,6067
ENSMUSG00000000902,10,12,8,6,0,0,11,3,3,0,9,14,10,0,13,8,1,12,0,2,2,7,11
ENSMUSG00000000903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0
ENSMUSG00000000915,199,121,255,120,25,75,259,50,71,31,108,137,118,90,161,148,54,168,66,100,53,283,135
ENSMUSG00000000916,100,94,122,31,29,28,133,37,40,31,29,113,81,46,83,84,18,98,35,45,26,182,104
ENSMUSG00000000934,0,1,3,2,0,0,1,0,2,0,0,1,1,0,2,0,0,1,0,2,0,2,1
ENSMUSG00000000938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000000948,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000000957,0,2,0,0,0,0,8,0,0,0,0,3,0,0,0,2,0,3,0,0,1,1,2
ENSMUSG00000000958,12,47,18,37,34,2,8,11,42,22,57,56,53,15,41,53,22,9,0,12,12,14,50
ENSMUSG00000000959,34,8,21,9,4,17,28,11,2,0,2,16,14,5,5,8,2,53,7,22,12,36,21
ENSMUSG00000000976,22,1,12,1,0,3,6,0,0,5,0,1,1,0,1,4,0,8,0,6,0,13,3
ENSMUSG00000000982,3,1,2,1,0,0,2,1,3,0,3,1,2,0,0,1,3,6,0,0,2,1,4
ENSMUSG00000000983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001014,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001016,52,63,52,53,117,61,43,114,100,217,23,53,40,375,49,74,74,49,231,119,106,83,68
ENSMUSG00000001017,13,7,11,3,0,3,11,5,0,0,1,12,4,1,3,8,3,6,0,1,1,9,9
ENSMUSG00000001018,77,53,74,25,48,37,51,50,34,49,19,39,41,84,47,69,39,56,71,58,50,59,46
ENSMUSG00000001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ENSMUSG00000001027,2,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
ENSMUSG00000001029,2,4,2,4,0,5,2,3,1,0,0,3,3,0,2,8,0,2,0,2,4,2,1
ENSMUSG00000001034,2,0,0,0,2,2,1,1,1,0,1,0,1,4,1,1,1,4,1,4,2,1,1
ENSMUSG00000001036,2,8,5,1,0,5,6,0,5,0,1,6,4,0,4,5,4,4,0,1,1,6,5
ENSMUSG00000001039,1,9,5,4,0,5,10,7,4,0,7,11,9,0,8,6,0,5,0,1,3,11,5
ENSMUSG00000001052,0,1,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,2,1,1
ENSMUSG00000001053,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0
ENSMUSG00000001054,9,6,5,6,0,9,11,1,4,7,4,4,14,0,9,7,3,17,5,1,9,3,7
ENSMUSG00000001056,21,10,13,16,50,17,20,41,26,44,5,19,16,113,8,13,13,14,37,36,23,19,11
ENSMUSG00000001062,7,6,8,2,0,3,17,0,1,0,5,11,7,0,4,11,1,16,0,6,0,23,5
ENSMUSG00000001065,4,8,12,7,0,15,30,20,1,3,6,18,21,4,5,12,9,17,0,6,6,64,13
ENSMUSG00000001076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001082,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000001089,1,4,9,1,0,1,3,0,3,0,2,2,2,0,0,2,0,4,3,1,1,6,1
ENSMUSG00000001095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001098,0,6,5,3,0,0,6,2,0,0,2,4,4,1,1,5,0,15,0,7,3,5,1
ENSMUSG00000001100,0,3,1,3,0,1,4,3,0,0,2,0,0,0,2,1,0,3,0,2,0,7,2
ENSMUSG00000001103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001105,7,3,4,0,0,0,4,0,1,0,0,1,0,2,1,2,0,1,0,3,2,4,2
ENSMUSG00000001119,1,2,6,5,0,1,19,2,1,0,8,6,3,4,1,4,1,11,7,1,4,4,5
ENSMUSG00000001120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000001123,2,0,0,3,0,0,6,1,0,0,4,1,2,0,1,1,0,1,0,3,0,3,1
ENSMUSG00000001127,4,2,4,0,0,1,4,1,0,0,0,0,1,0,0,1,0,1,0,1,0,4,1
ENSMUSG00000001128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000001131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001134,19,10,10,2,0,15,14,3,3,0,7,8,13,0,12,12,5,8,0,4,1,19,7
ENSMUSG00000001138,0,4,1,1,0,0,2,1,0,0,1,9,1,0,2,3,0,3,3,4,0,4,3
ENSMUSG00000001143,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0
ENSMUSG00000001150,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001151,3,6,8,5,2,8,10,2,3,6,3,9,7,0,4,8,0,5,5,3,3,17,7
ENSMUSG00000001155,0,4,4,2,0,4,4,0,0,8,0,5,1,0,2,1,4,7,0,3,2,8,2
ENSMUSG00000001156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000001157,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000001158,5,0,5,2,0,0,3,1,1,0,0,2,3,8,2,7,1,0,1,1,1,3,1
ENSMUSG00000001166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001168,0,1,0,5,8,1,2,1,3,9,0,4,5,0,5,3,0,0,0,0,1,6,3
ENSMUSG00000001173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000001175,3,3,3,0,0,0,5,1,2,0,0,3,2,2,0,4,0,1,3,0,0,7,0
ENSMUSG00000001211,4,2,7,2,7,2,7,0,0,0,1,1,1,0,0,3,0,1,0,0,0,5,2
ENSMUSG00000001225,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001227,1,2,8,4,0,0,5,0,1,0,3,2,3,0,1,2,0,7,0,1,1,4,3
ENSMUSG00000001228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000001229,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,1
ENSMUSG00000001240,0,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
ENSMUSG00000001247,21,17,51,12,2,13,62,13,12,0,19,22,12,0,6,10,3,23,0,10,3,37,23
ENSMUSG00000001248,0,1,4,2,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,10,2
ENSMUSG00000001249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001260,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001270,1,1,5,0,0,1,3,1,0,0,0,1,0,0,1,2,0,3,0,1,1,4,5
ENSMUSG00000001280,1,1,4,0,0,0,5,0,0,0,0,3,4,0,0,4,0,3,0,1,0,4,0
ENSMUSG00000001281,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
ENSMUSG00000001285,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000001288,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000001289,1,1,1,0,0,1,1,0,0,1,0,0,2,1,0,0,1,0,7,0,0,1,0
ENSMUSG00000001300,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
ENSMUSG00000001305,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
ENSMUSG00000001313,87,55,163,47,2,70,272,31,39,4,81,137,97,2,50,92,20,344,14,23,17,204,112
ENSMUSG00000001323,288,307,296,172,106,249,312,189,172,42,178,342,360,32,265,312,186,309,153,231,218,540,374
ENSMUSG00000001333,43,18,24,16,8,22,29,21,12,0,30,11,18,25,32,26,25,27,11,30,29,37,26
ENSMUSG00000001334,3,8,9,5,3,0,13,1,0,0,0,6,1,0,0,4,4,1,0,1,1,21,12
ENSMUSG00000001348,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001349,3,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0
ENSMUSG00000001366,3,4,1,0,0,3,6,0,0,0,3,2,2,0,1,0,2,5,0,0,0,2,2
