"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"ENSMUSG00000000805",2.71549436942449e-11,-27.3214437478099,0.023,1,5.43098873884897e-08
"ENSMUSG00000037169",2.71549436942449e-11,-111.735414368351,0.023,1,5.43098873884897e-08
"ENSMUSG00000019966",2.71549436942449e-11,-154.535361095001,0.023,1,5.43098873884897e-08
"ENSMUSG00000031488",2.82680015966049e-11,-12.196848979272,0.045,1,5.65360031932097e-08
"ENSMUSG00000026974",3.36636574682147e-11,Inf,0.023,1,6.73273149364294e-08
"ENSMUSG00000036661",3.36636574682147e-11,469.956160539074,0.023,1,6.73273149364294e-08
"ENSMUSG00000035547",3.36636574682147e-11,414.422651617914,0.023,1,6.73273149364294e-08
"ENSMUSG00000036913",3.36636574682147e-11,360.203038723299,0.023,1,6.73273149364294e-08
"ENSMUSG00000093668",3.36636574682147e-11,352.378877042614,0.023,1,6.73273149364294e-08
"ENSMUSG00000058806",3.36636574682147e-11,269.479692361057,0.023,1,6.73273149364294e-08
"ENSMUSG00000033538",3.36636574682147e-11,256.625234285158,0.023,1,6.73273149364294e-08
"ENSMUSG00000104339",3.36636574682147e-11,245.761306895404,0.023,1,6.73273149364294e-08
"ENSMUSG00000024620",3.36636574682147e-11,215.253744610472,0.023,1,6.73273149364294e-08
"ENSMUSG00000102649",3.36636574682147e-11,204.435172265938,0.023,1,6.73273149364294e-08
"ENSMUSG00000038225",3.36636574682147e-11,202.266428468465,0.023,1,6.73273149364294e-08
"ENSMUSG00000036896",3.36636574682147e-11,190.890561413349,0.023,1,6.73273149364294e-08
"ENSMUSG00000027004",3.36636574682147e-11,183.340723377659,0.023,1,6.73273149364294e-08
"ENSMUSG00000042851",3.36636574682147e-11,178.223872897442,0.023,1,6.73273149364294e-08
"ENSMUSG00000037709",3.36636574682147e-11,172.498047471568,0.023,1,6.73273149364294e-08
"ENSMUSG00000023043",3.36636574682147e-11,165.983540866843,0.023,1,6.73273149364294e-08
"ENSMUSG00000074264",3.36636574682147e-11,138.236742984402,0.023,1,6.73273149364294e-08
"ENSMUSG00000031298",3.36636574682147e-11,131.379450937074,0.023,1,6.73273149364294e-08
"ENSMUSG00000048612",3.36636574682147e-11,127.435681181005,0.023,1,6.73273149364294e-08
"ENSMUSG00000060600",3.36636574682147e-11,127.140095557843,0.023,1,6.73273149364294e-08
"ENSMUSG00000031099",3.36636574682147e-11,125.48492895517,0.023,1,6.73273149364294e-08
"ENSMUSG00000090394",3.36636574682147e-11,122.1791207205,0.023,1,6.73273149364294e-08
"ENSMUSG00000032425",3.36636574682147e-11,121.840850743399,0.023,1,6.73273149364294e-08
"ENSMUSG00000048905",3.36636574682147e-11,110.775756985318,0.023,1,6.73273149364294e-08
"ENSMUSG00000005803",3.36636574682147e-11,105.821876226127,0.023,1,6.73273149364294e-08
"ENSMUSG00000041134",3.36636574682147e-11,89.1843244217373,0.023,1,6.73273149364294e-08
"ENSMUSG00000035352",3.36636574682147e-11,89.0373294149349,0.023,1,6.73273149364294e-08
"ENSMUSG00000060152",3.36636574682147e-11,78.2386321438397,0.023,1,6.73273149364294e-08
"ENSMUSG00000021959",3.36636574682147e-11,65.3024644503942,0.023,1,6.73273149364294e-08
"ENSMUSG00000001123",3.36636574682147e-11,63.0046578565638,0.023,1,6.73273149364294e-08
"ENSMUSG00000024312",3.36636574682147e-11,31.7245501791141,0.023,1,6.73273149364294e-08
"ENSMUSG00000043635",3.36636574682147e-11,8.96818231173718,0.023,1,6.73273149364294e-08
"ENSMUSG00000051048",3.36636574682147e-11,8.90056136473966,0.023,1,6.73273149364294e-08
"ENSMUSG00000026887",3.36636574682147e-11,8.29030818885521,0.023,1,6.73273149364294e-08
"ENSMUSG00000043943",3.36636574682147e-11,4.48722318227645,0.023,1,6.73273149364294e-08
"ENSMUSG00000042766",3.36636574682147e-11,2.35357964826077,0.023,1,6.73273149364294e-08
"ENSMUSG00000050234",3.36636574682147e-11,2.25491369825149,0.023,1,6.73273149364294e-08
"ENSMUSG00000020096",3.36636574682147e-11,1.92866852081775,0.023,1,6.73273149364294e-08
"ENSMUSG00000024397",3.36636574682147e-11,-0.379536306320092,0.023,1,6.73273149364294e-08
"ENSMUSG00000103129",3.36636574682147e-11,-0.950601367949083,0.023,1,6.73273149364294e-08
"ENSMUSG00000031740",3.36636574682147e-11,-1.13834789412429,0.023,1,6.73273149364294e-08
"ENSMUSG00000021696",6.44972265137718e-11,-12.723282802187,0.045,1,1.28994453027544e-07
"ENSMUSG00000033032",7.9087302939301e-11,-35.5409426418314,0.045,1,1.58174605878602e-07
"ENSMUSG00000050914",1.05938602049156e-10,-3.74642654621562,0.068,1,2.11877204098313e-07
"ENSMUSG00000034209",1.05938602049156e-10,-10.0159160165238,0.068,1,2.11877204098313e-07
"ENSMUSG00000039047",1.18588833199985e-10,-135.368902762519,0.045,1,2.37177666399969e-07
"ENSMUSG00000000982",1.45015773682317e-10,Inf,0.045,1,2.90031547364633e-07
"ENSMUSG00000049001",1.45015773682317e-10,394.357667539616,0.045,1,2.90031547364633e-07
"ENSMUSG00000085274",1.45015773682317e-10,223.664732402689,0.045,1,2.90031547364633e-07
"ENSMUSG00000028222",1.45015773682317e-10,190.535307108582,0.045,1,2.90031547364633e-07
"ENSMUSG00000028497",1.45015773682317e-10,184.995988441619,0.045,1,2.90031547364633e-07
"ENSMUSG00000060791",1.45015773682317e-10,131.783273403741,0.045,1,2.90031547364633e-07
"ENSMUSG00000092083",1.45015773682317e-10,19.6387712891072,0.045,1,2.90031547364633e-07
"ENSMUSG00000045731",1.45015773682317e-10,-1.5676330686768,0.045,1,2.90031547364633e-07
"ENSMUSG00000027562",1.45015773682317e-10,-308.802021466426,0.045,1,2.90031547364633e-07
"ENSMUSG00000032085",1.77169411932285e-10,591.300949756557,0.045,1,3.54338823864569e-07
"ENSMUSG00000083844",1.77169411932285e-10,263.732756903808,0.045,1,3.54338823864569e-07
"ENSMUSG00000067586",1.77169411932285e-10,166.411394764827,0.045,1,3.54338823864569e-07
"ENSMUSG00000096992",1.77169411932285e-10,-2.78422155766815,0.045,1,3.54338823864569e-07
"ENSMUSG00000030350",2.16254109293756e-10,443.105950373583,0.045,1,4.32508218587512e-07
"ENSMUSG00000015852",2.16254109293756e-10,242.495682163485,0.045,1,4.32508218587512e-07
"ENSMUSG00000022440",2.16254109293756e-10,7.00894938552276,0.045,1,4.32508218587512e-07
"ENSMUSG00000073910",2.16254109293756e-10,0.316103031218329,0.045,1,4.32508218587512e-07
"ENSMUSG00000042129",2.63719469724324e-10,203.235725851731,0.045,1,5.27438939448648e-07
"ENSMUSG00000005823",2.63719469724324e-10,114.637545436495,0.045,1,5.27438939448648e-07
"ENSMUSG00000021209",2.63719469724324e-10,3.13023199084408,0.045,1,5.27438939448648e-07
"ENSMUSG00000028656",2.63719469724324e-10,-0.960288882211347,0.045,1,5.27438939448648e-07
"ENSMUSG00000030737",2.63719469724324e-10,-0.989471964581326,0.045,1,5.27438939448648e-07
"ENSMUSG00000011306",3.21308558927447e-10,-3.148216702997,0.045,1,6.42617117854895e-07
"ENSMUSG00000055972",3.91115247111027e-10,Inf,0.045,1,7.82230494222055e-07
"ENSMUSG00000022386",3.91115247111027e-10,100.303332470939,0.045,1,7.82230494222055e-07
"ENSMUSG00000028581",4.75652329723974e-10,195.58422837004,0.045,1,9.51304659447947e-07
"ENSMUSG00000059498",4.75652329723974e-10,124.817852538231,0.045,1,9.51304659447947e-07
"ENSMUSG00000057098",4.75652329723974e-10,28.2255705679933,0.045,1,9.51304659447947e-07
"ENSMUSG00000067860",4.95003305344497e-10,172.91863316185,0.068,1,9.90006610688994e-07
"ENSMUSG00000103891",4.95003305344497e-10,160.033783507166,0.068,1,9.90006610688994e-07
"ENSMUSG00000020181",4.95003305344497e-10,59.0211575858883,0.068,1,9.90006610688994e-07
"ENSMUSG00000024517",4.95003305344497e-10,23.1701997717641,0.068,1,9.90006610688994e-07
"ENSMUSG00000052305",4.95003305344497e-10,6.82531344692973,0.068,1,9.90006610688994e-07
"ENSMUSG00000029843",5.25510528861054e-10,-9.75956742204368,0.023,0.9,1.05102105772211e-06
"ENSMUSG00000038642",5.77932366469511e-10,157.844392183779,0.045,1,1.15586473293902e-06
"ENSMUSG00000001755",5.77932366469511e-10,130.283435322358,0.045,1,1.15586473293902e-06
"ENSMUSG00000032077",5.77932366469511e-10,1.75653237245124,0.045,1,1.15586473293902e-06
"ENSMUSG00000018930",5.97884535919776e-10,590.213726952769,0.068,1,1.19576907183955e-06
"ENSMUSG00000020928",5.97884535919776e-10,491.79499134407,0.068,1,1.19576907183955e-06
"ENSMUSG00000029765",5.99357305230292e-10,469.536163393418,0.114,0,1.19871461046058e-06
"ENSMUSG00000047635",5.99357305230292e-10,317.480949079671,0.114,0,1.19871461046058e-06
"ENSMUSG00000003134",5.99357305230292e-10,125.10303856853,0.114,0,1.19871461046058e-06
"ENSMUSG00000020175",5.99357305230292e-10,123.695989184803,0.114,0,1.19871461046058e-06
"ENSMUSG00000058624",5.99357305230292e-10,76.6437308977881,0.114,0,1.19871461046058e-06
"ENSMUSG00000050088",5.99357305230292e-10,64.3541149157316,0.114,0,1.19871461046058e-06
"ENSMUSG00000040250",5.99357305230292e-10,48.6559133821433,0.114,0,1.19871461046058e-06
"ENSMUSG00000021066",5.99357305230292e-10,39.740556911761,0.114,0,1.19871461046058e-06
"ENSMUSG00000026787",6.81541358508649e-10,-9.76225104231137,0.091,1,1.3630827170173e-06
"ENSMUSG00000022371",7.01563511623162e-10,355.694993003679,0.045,1,1.40312702324633e-06
"ENSMUSG00000042814",7.01563511623162e-10,314.178636894675,0.045,1,1.40312702324633e-06
"ENSMUSG00000026709",7.01563511623162e-10,238.243903110623,0.045,1,1.40312702324633e-06
"ENSMUSG00000071342",7.01563511623162e-10,233.789686793043,0.045,1,1.40312702324633e-06
"ENSMUSG00000103803",7.01563511623162e-10,228.276118009709,0.045,1,1.40312702324633e-06
"ENSMUSG00000104205",7.01563511623162e-10,127.3382668591,0.045,1,1.40312702324633e-06
"ENSMUSG00000048027",7.01563511623162e-10,83.7694991957201,0.045,1,1.40312702324633e-06
"ENSMUSG00000037784",7.01563511623162e-10,-0.277478348163056,0.045,1,1.40312702324633e-06
"ENSMUSG00000052423",8.50862995368213e-10,Inf,0.045,1,1.70172599073643e-06
"ENSMUSG00000024168",8.50862995368213e-10,77.2867510292489,0.045,1,1.70172599073643e-06
"ENSMUSG00000039497",8.50862995368213e-10,68.8123514100688,0.045,1,1.70172599073643e-06
"ENSMUSG00000021779",8.69987892270899e-10,349.0201157041,0.068,1,1.7399757845418e-06
"ENSMUSG00000021998",8.69987892270899e-10,-7.0529143880712,0.068,1,1.7399757845418e-06
"ENSMUSG00000019791",1.03099136469239e-09,576.509826746229,0.045,1,2.06198272938479e-06
"ENSMUSG00000104257",1.03099136469239e-09,495.411802059927,0.045,1,2.06198272938479e-06
"ENSMUSG00000005124",1.03099136469239e-09,406.342851433095,0.045,1,2.06198272938479e-06
"ENSMUSG00000036353",1.03099136469239e-09,305.188691573945,0.045,1,2.06198272938479e-06
"ENSMUSG00000029380",1.03099136469239e-09,304.701547244452,0.045,1,2.06198272938479e-06
"ENSMUSG00000023921",1.03099136469239e-09,301.910274364742,0.045,1,2.06198272938479e-06
"ENSMUSG00000027188",1.03099136469239e-09,301.34557465125,0.045,1,2.06198272938479e-06
"ENSMUSG00000074749",1.03099136469239e-09,252.995975665839,0.045,1,2.06198272938479e-06
"ENSMUSG00000034532",1.03099136469239e-09,189.707947510879,0.045,1,2.06198272938479e-06
"ENSMUSG00000087201",1.03099136469239e-09,182.130776802579,0.045,1,2.06198272938479e-06
"ENSMUSG00000036362",1.03099136469239e-09,177.048614817418,0.045,1,2.06198272938479e-06
"ENSMUSG00000032551",1.03099136469239e-09,154.877722980471,0.045,1,2.06198272938479e-06
"ENSMUSG00000051232",1.03099136469239e-09,146.492757479087,0.045,1,2.06198272938479e-06
"ENSMUSG00000039145",1.03099136469239e-09,138.886730999112,0.045,1,2.06198272938479e-06
"ENSMUSG00000032198",1.03099136469239e-09,84.0575164505653,0.045,1,2.06198272938479e-06
"ENSMUSG00000028076",1.03099136469239e-09,66.2601684877428,0.045,1,2.06198272938479e-06
"ENSMUSG00000059883",1.03099136469239e-09,58.7830630019431,0.045,1,2.06198272938479e-06
"ENSMUSG00000036169",1.03099136469239e-09,56.9075089104028,0.045,1,2.06198272938479e-06
"ENSMUSG00000023992",1.03099136469239e-09,50.206745904711,0.045,1,2.06198272938479e-06
"ENSMUSG00000104341",1.03099136469239e-09,25.1354569171606,0.045,1,2.06198272938479e-06
"ENSMUSG00000024621",1.03099136469239e-09,22.0867795267858,0.045,1,2.06198272938479e-06
"ENSMUSG00000026269",1.03099136469239e-09,17.679344658233,0.045,1,2.06198272938479e-06
"ENSMUSG00000001827",1.03099136469239e-09,0.58481413203822,0.045,1,2.06198272938479e-06
"ENSMUSG00000071042",1.04809348773944e-09,17.1455118847108,0.068,1,2.09618697547888e-06
"ENSMUSG00000066392",1.40459058891284e-09,227.192634789062,0.136,0,2.80918117782567e-06
"ENSMUSG00000040511",1.40459058891284e-09,194.017256016479,0.136,0,2.80918117782567e-06
"ENSMUSG00000003934",1.40459058891284e-09,74.3728599042418,0.136,0,2.80918117782567e-06
"ENSMUSG00000069631",1.40459058891284e-09,26.0396439951877,0.136,0,2.80918117782567e-06
"ENSMUSG00000069917",1.40459058891284e-09,-22.3136452289496,0.136,1,2.80918117782567e-06
"ENSMUSG00000028634",1.40669304046516e-09,436.026426509741,0.091,1,2.81338608093033e-06
"ENSMUSG00000025764",1.68263721507182e-09,92.4207229903551,0.091,1,3.36527443014364e-06
"ENSMUSG00000022212",2.01107159297203e-09,112.094501023959,0.091,1,4.02214318594406e-06
"ENSMUSG00000024660",2.62558350134091e-09,65.5961797567034,0.068,1,5.25116700268182e-06
"ENSMUSG00000048572",2.86575841514742e-09,179.100719471461,0.091,1,5.73151683029483e-06
"ENSMUSG00000020220",2.95330445872729e-09,38.7333396034299,0.159,0,5.90660891745458e-06
"ENSMUSG00000015597",2.95330445872729e-09,16.2022575537552,0.159,0,5.90660891745458e-06
"ENSMUSG00000032643",3.14680544328448e-09,699.600590516227,0.068,1,6.29361088656896e-06
"ENSMUSG00000097062",3.14680544328448e-09,557.847716045732,0.068,1,6.29361088656896e-06
"ENSMUSG00000062151",3.14680544328448e-09,312.785361850413,0.068,1,6.29361088656896e-06
"ENSMUSG00000052387",3.14680544328448e-09,241.008991457654,0.068,1,6.29361088656896e-06
"ENSMUSG00000021728",3.14680544328448e-09,210.328594668803,0.068,1,6.29361088656896e-06
"ENSMUSG00000086330",3.14680544328448e-09,167.372258397889,0.068,1,6.29361088656896e-06
"ENSMUSG00000034126",3.14680544328448e-09,158.089729113053,0.068,1,6.29361088656896e-06
"ENSMUSG00000043969",3.14680544328448e-09,151.340592694336,0.068,1,6.29361088656896e-06
"ENSMUSG00000008658",3.14680544328448e-09,129.916924605462,0.068,1,6.29361088656896e-06
"ENSMUSG00000048373",3.14680544328448e-09,127.846019048228,0.068,1,6.29361088656896e-06
"ENSMUSG00000038954",3.14680544328448e-09,35.0938884123385,0.068,1,6.29361088656896e-06
"ENSMUSG00000028096",3.14680544328448e-09,27.0389370079011,0.068,1,6.29361088656896e-06
"ENSMUSG00000032527",3.14680544328448e-09,16.3906293891898,0.068,1,6.29361088656896e-06
"ENSMUSG00000024087",3.76825632048435e-09,Inf,0.068,1,7.53651264096869e-06
"ENSMUSG00000035783",3.76825632048435e-09,Inf,0.068,1,7.53651264096869e-06
"ENSMUSG00000025921",3.76825632048435e-09,512.243157168136,0.068,1,7.53651264096869e-06
"ENSMUSG00000018347",3.76825632048435e-09,390.967086480772,0.068,1,7.53651264096869e-06
"ENSMUSG00000037355",3.76825632048435e-09,178.89160963394,0.068,1,7.53651264096869e-06
"ENSMUSG00000030409",3.76825632048435e-09,79.5278717971984,0.068,1,7.53651264096869e-06
"ENSMUSG00000026655",4.50855682095162e-09,545.020046477873,0.068,1,9.01711364190324e-06
"ENSMUSG00000047409",4.50855682095162e-09,523.45287069104,0.068,1,9.01711364190324e-06
"ENSMUSG00000044676",4.50855682095162e-09,466.540229014144,0.068,1,9.01711364190324e-06
"ENSMUSG00000025049",4.50855682095162e-09,317.630500239155,0.068,1,9.01711364190324e-06
"ENSMUSG00000040189",4.50855682095162e-09,234.095247423113,0.068,1,9.01711364190324e-06
"ENSMUSG00000024451",5.38965925864949e-09,549.18879073367,0.068,1,1.0779318517299e-05
"ENSMUSG00000037892",5.38965925864949e-09,121.779058575299,0.068,1,1.0779318517299e-05
"ENSMUSG00000021848",6.43741942820567e-09,163.652704062323,0.068,1,1.28748388564113e-05
"ENSMUSG00000021700",6.80144538339484e-09,139.268095400275,0.114,1,1.36028907667897e-05
"ENSMUSG00000103572",6.84822398961699e-09,405.084368738978,0.091,1,1.3696447979234e-05
"ENSMUSG00000070880",6.84822398961699e-09,-9.97596214156295,0.091,1,1.3696447979234e-05
"ENSMUSG00000022676",7.68226216297153e-09,58.2940917977252,0.068,1,1.53645243259431e-05
"ENSMUSG00000041828",8.03953279640135e-09,-0.593044517337009,0,0.9,1.60790655928027e-05
"ENSMUSG00000028950",8.03953279640135e-09,-2.15001781043041,0,0.9,1.60790655928027e-05
"ENSMUSG00000031216",8.03953279640135e-09,-5.52413102908484,0,0.9,1.60790655928027e-05
"ENSMUSG00000027748",8.03953279640135e-09,-7.32332624347433,0,0.9,1.60790655928027e-05
"ENSMUSG00000054690",8.03953279640135e-09,-12.9023242144075,0,0.9,1.60790655928027e-05
"ENSMUSG00000023259",8.03953279640135e-09,-91.784115646464,0,0.9,1.60790655928027e-05
"ENSMUSG00000019899",8.04313124895394e-09,29.6399248488734,0.114,1,1.60862624979079e-05
"ENSMUSG00000020697",8.13176478497800e-09,Inf,0.091,1,1.6263529569956e-05
"ENSMUSG00000022013",8.13176478497800e-09,590.111976555552,0.091,1,1.6263529569956e-05
"ENSMUSG00000028572",8.13176478497800e-09,457.005406852491,0.091,1,1.6263529569956e-05
"ENSMUSG00000038668",8.13176478497800e-09,232.91097804771,0.091,1,1.6263529569956e-05
"ENSMUSG00000057440",8.13176478497800e-09,202.647399829256,0.091,1,1.6263529569956e-05
"ENSMUSG00000050545",8.13176478497800e-09,187.206425594285,0.091,1,1.6263529569956e-05
"ENSMUSG00000035505",9.15995516084259e-09,403.406642434301,0.068,1,1.83199103216852e-05
"ENSMUSG00000038415",9.15995516084259e-09,85.2030436262245,0.068,1,1.83199103216852e-05
"ENSMUSG00000026926",1.00872544302207e-08,322.794959919292,0.205,0,2.01745088604413e-05
"ENSMUSG00000026102",1.00872544302207e-08,152.247789129134,0.205,0,2.01745088604413e-05
"ENSMUSG00000048280",1.09125077710698e-08,314.10133858708,0.068,1,2.18250155421396e-05
"ENSMUSG00000036898",1.09125077710698e-08,279.383457626254,0.068,1,2.18250155421396e-05
"ENSMUSG00000031583",1.09125077710698e-08,-183.716792455213,0.068,1,2.18250155421396e-05
"ENSMUSG00000074365",1.11914110114408e-08,126.411453042263,0.023,0.8,2.23828220228816e-05
"ENSMUSG00000040669",1.14376899593584e-08,641.978162144673,0.091,1,2.28753799187169e-05
"ENSMUSG00000003452",1.14376899593584e-08,251.930035313214,0.091,1,2.28753799187169e-05
"ENSMUSG00000022574",1.14376899593584e-08,188.628192776095,0.091,1,2.28753799187169e-05
"ENSMUSG00000074218",1.29892138530978e-08,215.487592109604,0.068,1,2.59784277061956e-05
"ENSMUSG00000099966",1.29892138530978e-08,202.812734433087,0.068,1,2.59784277061956e-05
"ENSMUSG00000027998",1.29892138530978e-08,-1.40777601472038,0.068,1,2.59784277061956e-05
"ENSMUSG00000020024",1.32396906976958e-08,371.791561224967,0.114,1,2.64793813953915e-05
"ENSMUSG00000036466",1.35483105756072e-08,173.784617288095,0.091,1,2.70966211512144e-05
"ENSMUSG00000021981",1.35483105756072e-08,79.3688477585942,0.091,1,2.70966211512144e-05
"ENSMUSG00000053965",1.48036803515875e-08,49.4564043662331,0.159,1,2.9607360703175e-05
"ENSMUSG00000020562",1.54478605610048e-08,Inf,0.068,1,3.08957211220095e-05
"ENSMUSG00000069633",1.54478605610048e-08,439.994159617844,0.068,1,3.08957211220095e-05
"ENSMUSG00000034327",1.54478605610048e-08,356.643854034711,0.068,1,3.08957211220095e-05
"ENSMUSG00000023367",1.54478605610048e-08,286.508712643988,0.068,1,3.08957211220095e-05
"ENSMUSG00000042524",1.6805998138495e-08,293.660000045769,0.227,0,3.361199627699e-05
"ENSMUSG00000032536",1.6805998138495e-08,56.3287370204558,0.227,0,3.361199627699e-05
"ENSMUSG00000039254",1.83561280140175e-08,606.720511808092,0.068,1,3.6712256028035e-05
"ENSMUSG00000033453",1.83561280140175e-08,486.110778399228,0.068,1,3.6712256028035e-05
"ENSMUSG00000054893",1.83561280140175e-08,393.566882383528,0.068,1,3.6712256028035e-05
"ENSMUSG00000052861",1.83561280140175e-08,340.640211134843,0.068,1,3.6712256028035e-05
"ENSMUSG00000021635",1.83561280140175e-08,340.518865090531,0.068,1,3.6712256028035e-05
"ENSMUSG00000026922",1.83561280140175e-08,239.616984547585,0.068,1,3.6712256028035e-05
"ENSMUSG00000030321",1.83561280140175e-08,227.336040553035,0.068,1,3.6712256028035e-05
"ENSMUSG00000014361",1.83561280140175e-08,219.684287127823,0.068,1,3.6712256028035e-05
"ENSMUSG00000039512",1.83561280140175e-08,216.462574691909,0.068,1,3.6712256028035e-05
"ENSMUSG00000046613",1.83561280140175e-08,165.93882373726,0.068,1,3.6712256028035e-05
"ENSMUSG00000032579",1.83561280140175e-08,164.62452475481,0.068,1,3.6712256028035e-05
"ENSMUSG00000061758",1.83561280140175e-08,141.346240518973,0.068,1,3.6712256028035e-05
"ENSMUSG00000001134",1.83561280140175e-08,131.601235108214,0.068,1,3.6712256028035e-05
"ENSMUSG00000035067",1.83561280140175e-08,86.1888786636057,0.068,1,3.6712256028035e-05
"ENSMUSG00000025940",1.83561280140175e-08,79.1603272147625,0.068,1,3.6712256028035e-05
"ENSMUSG00000097037",1.83561280140175e-08,50.3909786127196,0.068,1,3.6712256028035e-05
"ENSMUSG00000097857",1.83561280140175e-08,41.1289996236939,0.068,1,3.6712256028035e-05
"ENSMUSG00000026663",1.83561280140175e-08,25.1971353462541,0.068,1,3.6712256028035e-05
"ENSMUSG00000045337",1.83561280140175e-08,0.750507881867383,0.068,1,3.6712256028035e-05
"ENSMUSG00000020077",1.83864454121741e-08,253.420100057971,0.114,1,3.67728908243482e-05
"ENSMUSG00000026921",1.83864454121741e-08,72.4226663357168,0.114,1,3.67728908243482e-05
"ENSMUSG00000036968",1.83864454121741e-08,65.2342452308546,0.114,1,3.67728908243482e-05
"ENSMUSG00000021364",1.98172291646077e-08,348.983815718274,0.136,1,3.96344583292154e-05
"ENSMUSG00000025047",2.16423005489611e-08,134.03242467794,0.114,1,4.32846010979222e-05
"ENSMUSG00000032750",2.16423005489611e-08,43.942847595742,0.114,1,4.32846010979222e-05
"ENSMUSG00000029757",2.32353800970471e-08,174.37036599747,0.136,1,4.64707601940942e-05
"ENSMUSG00000035910",2.545499188088e-08,200.521647021511,0.114,1,5.09099837617601e-05
"ENSMUSG00000039967",2.545499188088e-08,72.487836298974,0.114,1,5.09099837617601e-05
"ENSMUSG00000024182",2.64570553600471e-08,-14.7420492630404,0.091,1,5.29141107200941e-05
"ENSMUSG00000037010",2.79749049255795e-08,-8.1038660253262,0.023,0.9,5.5949809851159e-05
"ENSMUSG00000038970",3.12121217281996e-08,281.800796670544,0.091,1,6.24242434563992e-05
"ENSMUSG00000024924",3.51320944130374e-08,168.787196807144,0.114,1,7.02641888260748e-05
"ENSMUSG00000057894",3.67919097535844e-08,Inf,0.091,1,7.35838195071688e-05
"ENSMUSG00000071267",3.67919097535844e-08,538.416454495929,0.091,1,7.35838195071688e-05
"ENSMUSG00000018363",3.67919097535844e-08,158.139494828649,0.091,1,7.35838195071688e-05
"ENSMUSG00000034342",3.67919097535844e-08,27.3819235447616,0.091,1,7.35838195071688e-05
"ENSMUSG00000057969",3.72856396577839e-08,171.719936291712,0.136,1,7.45712793155679e-05
"ENSMUSG00000000861",3.96976435754097e-08,240.8861635577,0.273,0,7.93952871508193e-05
"ENSMUSG00000032796",4.12254823195372e-08,162.986309535054,0.114,1,8.24509646390743e-05
"ENSMUSG00000028139",4.33339934632038e-08,Inf,0.091,1,8.66679869264077e-05
"ENSMUSG00000033809",4.33339934632038e-08,560.062311539801,0.091,1,8.66679869264077e-05
